datetime,precio_eur_mwh
2026-05-30 10:45:00+02:00,0.0
2026-05-30 11:00:00+02:00,0.01
2026-05-30 11:00:00+02:00,0.0
2026-05-30 11:00:00+02:00,0.0
2026-05-30 11:00:00+02:00,0.0
2026-05-30 11:00:00+02:00,0.0
2026-05-30 11:00:00+02:00,0.0
2026-05-30 11:15:00+02:00,0.0
2026-05-30 11:15:00+02:00,0.0
2026-05-30 11:15:00+02:00,0.0
2026-05-30 11:15:00+02:00,0.0
2026-05-30 11:15:00+02:00,0.0
2026-05-30 11:15:00+02:00,0.0
2026-05-30 11:30:00+02:00,-0.01
2026-05-30 11:30:00+02:00,-0.01
2026-05-30 11:30:00+02:00,-0.01
2026-05-30 11:30:00+02:00,-0.01
2026-05-30 11:30:00+02:00,0.0
2026-05-30 11:30:00+02:00,-0.01
2026-05-30 11:45:00+02:00,0.0
2026-05-30 11:45:00+02:00,-0.01
2026-05-30 11:45:00+02:00,-0.01
2026-05-30 11:45:00+02:00,-0.01
2026-05-30 11:45:00+02:00,-0.01
2026-05-30 11:45:00+02:00,-0.01
2026-05-30 12:00:00+02:00,-0.01
2026-05-30 12:00:00+02:00,-0.01
2026-05-30 12:00:00+02:00,-0.01
2026-05-30 12:00:00+02:00,-0.01
2026-05-30 12:00:00+02:00,0.0
2026-05-30 12:00:00+02:00,-0.01
2026-05-30 12:15:00+02:00,0.0
2026-05-30 12:15:00+02:00,-0.01
2026-05-30 12:15:00+02:00,-0.01
2026-05-30 12:15:00+02:00,-0.05
2026-05-30 12:15:00+02:00,0.0
2026-05-30 12:15:00+02:00,-0.1
2026-05-30 12:30:00+02:00,-0.11
2026-05-30 12:30:00+02:00,-0.05
2026-05-30 12:30:00+02:00,0.0
2026-05-30 12:30:00+02:00,-0.01
2026-05-30 12:30:00+02:00,0.0
2026-05-30 12:30:00+02:00,-0.01
2026-05-30 12:45:00+02:00,0.0
2026-05-30 12:45:00+02:00,-0.01
2026-05-30 12:45:00+02:00,-0.01
2026-05-30 12:45:00+02:00,-0.1
2026-05-30 12:45:00+02:00,0.01
2026-05-30 12:45:00+02:00,-0.23
2026-05-30 13:00:00+02:00,0.24
2026-05-30 13:00:00+02:00,0.0
2026-05-30 13:00:00+02:00,-0.01
2026-05-30 13:00:00+02:00,-0.01
2026-05-30 13:00:00+02:00,-1.01
2026-05-30 13:00:00+02:00,-2.47
2026-05-30 13:15:00+02:00,0.22
2026-05-30 13:15:00+02:00,-3.04
2026-05-30 13:15:00+02:00,-1.29
2026-05-30 13:15:00+02:00,-0.09
2026-05-30 13:15:00+02:00,-0.09
2026-05-30 13:15:00+02:00,-0.01
2026-05-30 13:30:00+02:00,-0.01
2026-05-30 13:30:00+02:00,-0.11
2026-05-30 13:30:00+02:00,-0.11
2026-05-30 13:30:00+02:00,-1.44
2026-05-30 13:30:00+02:00,0.24
2026-05-30 13:30:00+02:00,-3.38
2026-05-30 13:45:00+02:00,-4.85
2026-05-30 13:45:00+02:00,0.39
2026-05-30 13:45:00+02:00,-2.03
2026-05-30 13:45:00+02:00,-0.11
2026-05-30 13:45:00+02:00,-0.11
2026-05-30 13:45:00+02:00,-0.11
2026-05-30 14:00:00+02:00,-0.1
2026-05-30 14:00:00+02:00,-0.1
2026-05-30 14:00:00+02:00,-0.1
2026-05-30 14:00:00+02:00,-1.08
2026-05-30 14:00:00+02:00,0.14
2026-05-30 14:00:00+02:00,-2.53
2026-05-30 14:15:00+02:00,0.07
2026-05-30 14:15:00+02:00,-1.0
2026-05-30 14:15:00+02:00,-2.1
2026-05-30 14:15:00+02:00,-0.11
2026-05-30 14:15:00+02:00,-0.11
2026-05-30 14:15:00+02:00,-0.11
2026-05-30 14:30:00+02:00,-0.1
2026-05-30 14:30:00+02:00,-0.1
2026-05-30 14:30:00+02:00,-0.1
2026-05-30 14:30:00+02:00,-0.71
2026-05-30 14:30:00+02:00,0.01
2026-05-30 14:30:00+02:00,-1.52
2026-05-30 14:45:00+02:00,-0.09
2026-05-30 14:45:00+02:00,-0.2
2026-05-30 14:45:00+02:00,-0.31
2026-05-30 14:45:00+02:00,-0.11
2026-05-30 14:45:00+02:00,-0.11
2026-05-30 14:45:00+02:00,-0.11
2026-05-30 15:00:00+02:00,-0.02
2026-05-30 15:00:00+02:00,-0.02
2026-05-30 15:00:00+02:00,-0.02
2026-05-30 15:00:00+02:00,-0.02
2026-05-30 15:00:00+02:00,0.0
2026-05-30 15:00:00+02:00,-0.02
2026-05-30 15:15:00+02:00,0.0
2026-05-30 15:15:00+02:00,-0.01
2026-05-30 15:15:00+02:00,-0.01
2026-05-30 15:15:00+02:00,-0.01
2026-05-30 15:15:00+02:00,-0.01
2026-05-30 15:15:00+02:00,-0.01
2026-05-30 15:30:00+02:00,-0.01
2026-05-30 15:30:00+02:00,-0.01
2026-05-30 15:30:00+02:00,-0.01
2026-05-30 15:30:00+02:00,-0.01
2026-05-30 15:30:00+02:00,-0.01
2026-05-30 15:30:00+02:00,-0.01
2026-05-30 15:45:00+02:00,0.0
2026-05-30 15:45:00+02:00,0.0
2026-05-30 15:45:00+02:00,0.0
2026-05-30 15:45:00+02:00,0.0
2026-05-30 15:45:00+02:00,0.0
2026-05-30 15:45:00+02:00,0.0
2026-05-30 16:00:00+02:00,0.0
2026-05-30 16:00:00+02:00,0.0
2026-05-30 16:00:00+02:00,0.0
2026-05-30 16:00:00+02:00,0.0
2026-05-30 16:00:00+02:00,0.0
2026-05-30 16:00:00+02:00,0.0
2026-05-30 16:15:00+02:00,0.0
2026-05-30 16:15:00+02:00,0.0
2026-05-30 16:15:00+02:00,0.0
2026-05-30 16:15:00+02:00,0.0
2026-05-30 16:15:00+02:00,0.0
2026-05-30 16:15:00+02:00,0.0
2026-05-30 16:30:00+02:00,0.51
2026-05-30 16:30:00+02:00,0.51
2026-05-30 16:30:00+02:00,0.51
2026-05-30 16:30:00+02:00,0.51
2026-05-30 16:30:00+02:00,0.51
2026-05-30 16:30:00+02:00,0.51
2026-05-30 16:45:00+02:00,11.52
2026-05-30 16:45:00+02:00,11.52
2026-05-30 16:45:00+02:00,11.52
2026-05-30 16:45:00+02:00,0.84
2026-05-30 16:45:00+02:00,0.84
2026-05-30 16:45:00+02:00,11.52
2026-05-30 17:00:00+02:00,0.99
2026-05-30 17:00:00+02:00,8.44
2026-05-30 17:00:00+02:00,0.99
2026-05-30 17:00:00+02:00,8.44
2026-05-30 17:00:00+02:00,8.44
2026-05-30 17:00:00+02:00,8.44
2026-05-30 17:15:00+02:00,43.48
2026-05-30 17:15:00+02:00,49.08
2026-05-30 17:15:00+02:00,45.03
2026-05-30 17:15:00+02:00,13.5
2026-05-30 17:15:00+02:00,1.23
2026-05-30 17:15:00+02:00,1.23
2026-05-30 17:30:00+02:00,77.07
2026-05-30 17:30:00+02:00,87.48
2026-05-30 17:30:00+02:00,79.93
2026-05-30 17:30:00+02:00,20.8
2026-05-30 17:30:00+02:00,2.09
2026-05-30 17:30:00+02:00,2.09
2026-05-30 17:45:00+02:00,5.41
2026-05-30 17:45:00+02:00,11.14
2026-05-30 17:45:00+02:00,5.41
2026-05-30 17:45:00+02:00,105.0
2026-05-30 17:45:00+02:00,90.34
2026-05-30 17:45:00+02:00,94.37
2026-05-30 18:00:00+02:00,78.97
2026-05-30 18:00:00+02:00,89.2
2026-05-30 18:00:00+02:00,78.97
2026-05-30 18:00:00+02:00,19.47
2026-05-30 18:00:00+02:00,2.99
2026-05-30 18:00:00+02:00,2.99
2026-05-30 18:15:00+02:00,15.96
2026-05-30 18:15:00+02:00,25.45
2026-05-30 18:15:00+02:00,15.96
2026-05-30 18:15:00+02:00,102.19
2026-05-30 18:15:00+02:00,92.88
2026-05-30 18:15:00+02:00,95.39
2026-05-30 18:30:00+02:00,30.3
2026-05-30 18:30:00+02:00,113.23
2026-05-30 18:30:00+02:00,110.89
2026-05-30 18:30:00+02:00,47.58
2026-05-30 18:30:00+02:00,30.3
2026-05-30 18:30:00+02:00,119.58
2026-05-30 18:45:00+02:00,122.55
2026-05-30 18:45:00+02:00,44.37
2026-05-30 18:45:00+02:00,84.53
2026-05-30 18:45:00+02:00,44.37
2026-05-30 18:45:00+02:00,127.29
2026-05-30 18:45:00+02:00,123.84
2026-05-30 19:00:00+02:00,117.69
2026-05-30 19:00:00+02:00,125.3
2026-05-30 19:00:00+02:00,115.03
2026-05-30 19:00:00+02:00,45.11
2026-05-30 19:00:00+02:00,44.37
2026-05-30 19:00:00+02:00,44.37
2026-05-30 19:15:00+02:00,59.31
2026-05-30 19:15:00+02:00,83.69
2026-05-30 19:15:00+02:00,59.31
2026-05-30 19:15:00+02:00,132.4
2026-05-30 19:15:00+02:00,126.54
2026-05-30 19:15:00+02:00,128.04
2026-05-30 19:30:00+02:00,140.92
2026-05-30 19:30:00+02:00,146.21
2026-05-30 19:30:00+02:00,139.11
2026-05-30 19:30:00+02:00,87.38
2026-05-30 19:30:00+02:00,64.19
2026-05-30 19:30:00+02:00,64.19
2026-05-30 19:45:00+02:00,94.6
2026-05-30 19:45:00+02:00,109.42
2026-05-30 19:45:00+02:00,94.6
2026-05-30 19:45:00+02:00,155.58
2026-05-30 19:45:00+02:00,150.82
2026-05-30 19:45:00+02:00,151.79
2026-05-30 20:00:00+02:00,134.13
2026-05-30 20:00:00+02:00,80.0
2026-05-30 20:00:00+02:00,80.0
2026-05-30 20:00:00+02:00,80.0
2026-05-30 20:00:00+02:00,142.31
2026-05-30 20:00:00+02:00,136.11
2026-05-30 20:15:00+02:00,149.35
2026-05-30 20:15:00+02:00,155.2
2026-05-30 20:15:00+02:00,147.49
2026-05-30 20:15:00+02:00,95.7
2026-05-30 20:15:00+02:00,95.7
2026-05-30 20:15:00+02:00,95.7
2026-05-30 20:30:00+02:00,100.2
2026-05-30 20:30:00+02:00,100.2
2026-05-30 20:30:00+02:00,100.2
2026-05-30 20:30:00+02:00,168.14
2026-05-30 20:30:00+02:00,159.24
2026-05-30 20:30:00+02:00,161.51
2026-05-30 20:45:00+02:00,167.9
2026-05-30 20:45:00+02:00,176.45
2026-05-30 20:45:00+02:00,170.08
2026-05-30 20:45:00+02:00,111.2
2026-05-30 20:45:00+02:00,111.2
2026-05-30 20:45:00+02:00,111.2
2026-05-30 21:00:00+02:00,140.1
2026-05-30 21:00:00+02:00,172.21
2026-05-30 21:00:00+02:00,162.51
2026-05-30 21:00:00+02:00,105.64
2026-05-30 21:00:00+02:00,105.64
2026-05-30 21:00:00+02:00,105.64
2026-05-30 21:15:00+02:00,109.04
2026-05-30 21:15:00+02:00,109.04
2026-05-30 21:15:00+02:00,109.04
2026-05-30 21:15:00+02:00,170.38
2026-05-30 21:15:00+02:00,150.0
2026-05-30 21:15:00+02:00,164.32
2026-05-30 21:30:00+02:00,171.3
2026-05-30 21:30:00+02:00,154.41
2026-05-30 21:30:00+02:00,176.28
2026-05-30 21:30:00+02:00,111.2
2026-05-30 21:30:00+02:00,111.2
2026-05-30 21:30:00+02:00,111.2
2026-05-30 21:45:00+02:00,110.29
2026-05-30 21:45:00+02:00,110.29
2026-05-30 21:45:00+02:00,110.29
2026-05-30 21:45:00+02:00,168.51
2026-05-30 21:45:00+02:00,150.0
2026-05-30 21:45:00+02:00,164.34
2026-05-30 22:00:00+02:00,169.4
2026-05-30 22:00:00+02:00,173.86
2026-05-30 22:00:00+02:00,159.65
2026-05-30 22:00:00+02:00,115.0
2026-05-30 22:00:00+02:00,115.0
2026-05-30 22:00:00+02:00,115.0
2026-05-30 22:15:00+02:00,113.58
2026-05-30 22:15:00+02:00,113.58
2026-05-30 22:15:00+02:00,113.58
2026-05-30 22:15:00+02:00,160.92
2026-05-30 22:15:00+02:00,156.22
2026-05-30 22:15:00+02:00,158.33
2026-05-30 22:30:00+02:00,151.85
2026-05-30 22:30:00+02:00,117.79
2026-05-30 22:30:00+02:00,117.79
2026-05-30 22:30:00+02:00,117.79
2026-05-30 22:30:00+02:00,156.0
2026-05-30 22:30:00+02:00,153.46
2026-05-30 22:45:00+02:00,146.83
2026-05-30 22:45:00+02:00,142.48
2026-05-30 22:45:00+02:00,143.82
2026-05-30 22:45:00+02:00,111.59
2026-05-30 22:45:00+02:00,111.59
2026-05-30 22:45:00+02:00,111.59
2026-05-30 23:00:00+02:00,111.2
2026-05-30 23:00:00+02:00,111.2
2026-05-30 23:00:00+02:00,111.2
2026-05-30 23:00:00+02:00,150.13
2026-05-30 23:00:00+02:00,140.98
2026-05-30 23:00:00+02:00,145.0
2026-05-30 23:15:00+02:00,109.0
2026-05-30 23:15:00+02:00,109.0
2026-05-30 23:15:00+02:00,109.0
2026-05-30 23:15:00+02:00,142.71
2026-05-30 23:15:00+02:00,134.78
2026-05-30 23:15:00+02:00,138.26
2026-05-30 23:30:00+02:00,137.64
2026-05-30 23:30:00+02:00,136.63
2026-05-30 23:30:00+02:00,140.61
2026-05-30 23:30:00+02:00,111.2
2026-05-30 23:30:00+02:00,111.2
2026-05-30 23:30:00+02:00,111.2
2026-05-30 23:45:00+02:00,100.2
2026-05-30 23:45:00+02:00,100.2
2026-05-30 23:45:00+02:00,100.2
2026-05-30 23:45:00+02:00,138.71
2026-05-30 23:45:00+02:00,133.5
2026-05-30 23:45:00+02:00,134.82
2026-05-31 00:00:00+02:00,142.51
2026-05-31 00:00:00+02:00,146.56
2026-05-31 00:00:00+02:00,141.34
2026-05-31 00:00:00+02:00,104.67
2026-05-31 00:00:00+02:00,104.67
2026-05-31 00:00:00+02:00,104.67
2026-05-31 00:15:00+02:00,100.66
2026-05-31 00:15:00+02:00,100.66
2026-05-31 00:15:00+02:00,100.66
2026-05-31 00:15:00+02:00,139.0
2026-05-31 00:15:00+02:00,134.22
2026-05-31 00:15:00+02:00,135.29
2026-05-31 00:30:00+02:00,129.9
2026-05-31 00:30:00+02:00,134.18
2026-05-31 00:30:00+02:00,130.86
2026-05-31 00:30:00+02:00,99.86
2026-05-31 00:30:00+02:00,99.86
2026-05-31 00:30:00+02:00,99.86
2026-05-31 00:45:00+02:00,122.27
2026-05-31 00:45:00+02:00,125.91
2026-05-31 00:45:00+02:00,123.08
2026-05-31 00:45:00+02:00,96.7
2026-05-31 00:45:00+02:00,96.7
2026-05-31 00:45:00+02:00,96.7
2026-05-31 01:00:00+02:00,99.86
2026-05-31 01:00:00+02:00,99.86
2026-05-31 01:00:00+02:00,99.86
2026-05-31 01:00:00+02:00,132.55
2026-05-31 01:00:00+02:00,128.69
2026-05-31 01:00:00+02:00,129.62
2026-05-31 01:15:00+02:00,125.4
2026-05-31 01:15:00+02:00,126.42
2026-05-31 01:15:00+02:00,129.61
2026-05-31 01:15:00+02:00,94.0
2026-05-31 01:15:00+02:00,94.0
2026-05-31 01:15:00+02:00,94.0
2026-05-31 01:30:00+02:00,93.84
2026-05-31 01:30:00+02:00,93.84
2026-05-31 01:30:00+02:00,93.84
2026-05-31 01:30:00+02:00,128.09
2026-05-31 01:30:00+02:00,124.04
2026-05-31 01:30:00+02:00,125.03
2026-05-31 01:45:00+02:00,122.57
2026-05-31 01:45:00+02:00,121.41
2026-05-31 01:45:00+02:00,126.17
2026-05-31 01:45:00+02:00,85.92
2026-05-31 01:45:00+02:00,85.92
2026-05-31 01:45:00+02:00,85.92
2026-05-31 02:00:00+02:00,85.62
2026-05-31 02:00:00+02:00,85.62
2026-05-31 02:00:00+02:00,85.62
2026-05-31 02:00:00+02:00,127.54
2026-05-31 02:00:00+02:00,122.64
2026-05-31 02:00:00+02:00,123.85
2026-05-31 02:15:00+02:00,119.4
2026-05-31 02:15:00+02:00,126.55
2026-05-31 02:15:00+02:00,121.17
2026-05-31 02:15:00+02:00,65.31
2026-05-31 02:15:00+02:00,80.0
2026-05-31 02:15:00+02:00,80.0
2026-05-31 02:30:00+02:00,82.0
2026-05-31 02:30:00+02:00,68.0
2026-05-31 02:30:00+02:00,82.0
2026-05-31 02:30:00+02:00,126.31
2026-05-31 02:30:00+02:00,119.5
2026-05-31 02:30:00+02:00,121.18
2026-05-31 02:45:00+02:00,113.89
2026-05-31 02:45:00+02:00,123.26
2026-05-31 02:45:00+02:00,116.2
2026-05-31 02:45:00+02:00,43.01
2026-05-31 02:45:00+02:00,73.1
2026-05-31 02:45:00+02:00,73.1
2026-05-31 03:00:00+02:00,115.94
2026-05-31 03:00:00+02:00,124.98
2026-05-31 03:00:00+02:00,118.19
2026-05-31 03:00:00+02:00,47.67
2026-05-31 03:00:00+02:00,85.47
2026-05-31 03:00:00+02:00,85.47
2026-05-31 03:15:00+02:00,85.32
2026-05-31 03:15:00+02:00,26.9
2026-05-31 03:15:00+02:00,85.32
2026-05-31 03:15:00+02:00,124.08
2026-05-31 03:15:00+02:00,112.72
2026-05-31 03:15:00+02:00,115.55
2026-05-31 03:30:00+02:00,117.96
2026-05-31 03:30:00+02:00,81.88
2026-05-31 03:30:00+02:00,115.57
2026-05-31 03:30:00+02:00,125.16
2026-05-31 03:30:00+02:00,43.19
2026-05-31 03:30:00+02:00,81.88
2026-05-31 03:45:00+02:00,79.33
2026-05-31 03:45:00+02:00,34.44
2026-05-31 03:45:00+02:00,79.33
2026-05-31 03:45:00+02:00,126.57
2026-05-31 03:45:00+02:00,115.8
2026-05-31 03:45:00+02:00,118.48
2026-05-31 04:00:00+02:00,119.4
2026-05-31 04:00:00+02:00,116.62
2026-05-31 04:00:00+02:00,127.8
2026-05-31 04:00:00+02:00,73.1
2026-05-31 04:00:00+02:00,31.81
2026-05-31 04:00:00+02:00,73.1
2026-05-31 04:15:00+02:00,73.1
2026-05-31 04:15:00+02:00,37.82
2026-05-31 04:15:00+02:00,73.1
2026-05-31 04:15:00+02:00,127.6
2026-05-31 04:15:00+02:00,117.15
2026-05-31 04:15:00+02:00,119.75
2026-05-31 04:30:00+02:00,117.02
2026-05-31 04:30:00+02:00,127.8
2026-05-31 04:30:00+02:00,119.7
2026-05-31 04:30:00+02:00,35.27
2026-05-31 04:30:00+02:00,72.89
2026-05-31 04:30:00+02:00,72.89
2026-05-31 04:45:00+02:00,72.89
2026-05-31 04:45:00+02:00,20.49
2026-05-31 04:45:00+02:00,72.89
2026-05-31 04:45:00+02:00,124.6
2026-05-31 04:45:00+02:00,112.47
2026-05-31 04:45:00+02:00,115.49
2026-05-31 05:00:00+02:00,117.29
2026-05-31 05:00:00+02:00,128.99
2026-05-31 05:00:00+02:00,120.14
2026-05-31 05:00:00+02:00,28.72
2026-05-31 05:00:00+02:00,72.89
2026-05-31 05:00:00+02:00,72.89
2026-05-31 05:15:00+02:00,114.37
2026-05-31 05:15:00+02:00,124.68
2026-05-31 05:15:00+02:00,116.89
2026-05-31 05:15:00+02:00,36.4
2026-05-31 05:15:00+02:00,72.89
2026-05-31 05:15:00+02:00,72.89
2026-05-31 05:30:00+02:00,72.89
2026-05-31 05:30:00+02:00,29.99
2026-05-31 05:30:00+02:00,72.89
2026-05-31 05:30:00+02:00,122.76
2026-05-31 05:30:00+02:00,111.93
2026-05-31 05:30:00+02:00,114.57
2026-05-31 05:45:00+02:00,109.65
2026-05-31 05:45:00+02:00,117.0
2026-05-31 05:45:00+02:00,111.52
2026-05-31 05:45:00+02:00,24.03
2026-05-31 05:45:00+02:00,72.89
2026-05-31 05:45:00+02:00,72.89
2026-05-31 06:00:00+02:00,80.0
2026-05-31 06:00:00+02:00,26.61
2026-05-31 06:00:00+02:00,80.0
2026-05-31 06:00:00+02:00,123.04
2026-05-31 06:00:00+02:00,121.84
2026-05-31 06:00:00+02:00,122.36
2026-05-31 06:15:00+02:00,115.61
2026-05-31 06:15:00+02:00,80.0
2026-05-31 06:15:00+02:00,28.47
2026-05-31 06:15:00+02:00,80.0
2026-05-31 06:15:00+02:00,119.82
2026-05-31 06:15:00+02:00,114.12
2026-05-31 06:30:00+02:00,112.08
2026-05-31 06:30:00+02:00,111.77
2026-05-31 06:30:00+02:00,112.08
2026-05-31 06:30:00+02:00,82.31
2026-05-31 06:30:00+02:00,24.18
2026-05-31 06:30:00+02:00,82.31
2026-05-31 06:45:00+02:00,80.0
2026-05-31 06:45:00+02:00,6.82
2026-05-31 06:45:00+02:00,80.0
2026-05-31 06:45:00+02:00,105.07
2026-05-31 06:45:00+02:00,100.61
2026-05-31 06:45:00+02:00,101.85
2026-05-31 07:00:00+02:00,111.87
2026-05-31 07:00:00+02:00,111.62
2026-05-31 07:00:00+02:00,111.87
2026-05-31 07:00:00+02:00,85.62
2026-05-31 07:00:00+02:00,85.62
2026-05-31 07:00:00+02:00,36.46
2026-05-31 07:15:00+02:00,75.0
2026-05-31 07:15:00+02:00,26.59
2026-05-31 07:15:00+02:00,75.0
2026-05-31 07:15:00+02:00,105.72
2026-05-31 07:15:00+02:00,105.46
2026-05-31 07:15:00+02:00,105.72
2026-05-31 07:30:00+02:00,99.24
2026-05-31 07:30:00+02:00,98.99
2026-05-31 07:30:00+02:00,99.24
2026-05-31 07:30:00+02:00,63.5
2026-05-31 07:30:00+02:00,23.43
2026-05-31 07:30:00+02:00,63.5
2026-05-31 07:45:00+02:00,85.16
2026-05-31 07:45:00+02:00,85.41
2026-05-31 07:45:00+02:00,85.41
2026-05-31 07:45:00+02:00,50.0
2026-05-31 07:45:00+02:00,11.01
2026-05-31 07:45:00+02:00,50.0
2026-05-31 08:00:00+02:00,43.37
2026-05-31 08:00:00+02:00,39.33
2026-05-31 08:00:00+02:00,43.37
2026-05-31 08:00:00+02:00,104.68
2026-05-31 08:00:00+02:00,96.93
2026-05-31 08:00:00+02:00,98.64
2026-05-31 08:15:00+02:00,88.66
2026-05-31 08:15:00+02:00,87.0
2026-05-31 08:15:00+02:00,94.56
2026-05-31 08:15:00+02:00,27.06
2026-05-31 08:15:00+02:00,27.06
2026-05-31 08:15:00+02:00,27.06
2026-05-31 08:30:00+02:00,10.9
2026-05-31 08:30:00+02:00,10.9
2026-05-31 08:30:00+02:00,10.9
2026-05-31 08:30:00+02:00,84.13
2026-05-31 08:30:00+02:00,76.9
2026-05-31 08:30:00+02:00,78.46
2026-05-31 08:45:00+02:00,1.0
2026-05-31 08:45:00+02:00,1.0
2026-05-31 08:45:00+02:00,1.0
2026-05-31 08:45:00+02:00,78.38
2026-05-31 08:45:00+02:00,74.64
2026-05-31 08:45:00+02:00,75.31
2026-05-31 09:00:00+02:00,71.42
2026-05-31 09:00:00+02:00,65.16
2026-05-31 09:00:00+02:00,77.89
2026-05-31 09:00:00+02:00,8.17
2026-05-31 09:00:00+02:00,8.17
2026-05-31 09:00:00+02:00,8.17
2026-05-31 09:15:00+02:00,0.84
2026-05-31 09:15:00+02:00,0.84
2026-05-31 09:15:00+02:00,0.84
2026-05-31 09:15:00+02:00,62.52
2026-05-31 09:15:00+02:00,53.96
2026-05-31 09:15:00+02:00,57.32
2026-05-31 09:30:00+02:00,46.45
2026-05-31 09:30:00+02:00,51.11
2026-05-31 09:30:00+02:00,42.5
2026-05-31 09:30:00+02:00,0.0
2026-05-31 09:30:00+02:00,0.0
2026-05-31 09:30:00+02:00,0.0
2026-05-31 09:45:00+02:00,0.0
2026-05-31 09:45:00+02:00,0.0
2026-05-31 09:45:00+02:00,0.0
2026-05-31 09:45:00+02:00,33.64
2026-05-31 09:45:00+02:00,28.97
2026-05-31 09:45:00+02:00,30.8
2026-05-31 10:00:00+02:00,21.77
2026-05-31 10:00:00+02:00,26.2
2026-05-31 10:00:00+02:00,23.18
2026-05-31 10:00:00+02:00,4.49
2026-05-31 10:00:00+02:00,0.0
2026-05-31 10:00:00+02:00,0.0
2026-05-31 10:15:00+02:00,4.06
2026-05-31 10:15:00+02:00,4.06
2026-05-31 10:15:00+02:00,4.06
2026-05-31 10:15:00+02:00,4.06
2026-05-31 10:15:00+02:00,0.0
2026-05-31 10:15:00+02:00,0.0
2026-05-31 10:30:00+02:00,0.0
2026-05-31 10:30:00+02:00,0.01
2026-05-31 10:30:00+02:00,0.0
2026-05-31 10:30:00+02:00,0.01
2026-05-31 10:30:00+02:00,0.01
2026-05-31 10:30:00+02:00,0.01
2026-05-31 10:45:00+02:00,0.0
2026-05-31 10:45:00+02:00,0.0
2026-05-31 10:45:00+02:00,0.0
2026-05-31 10:45:00+02:00,0.0
2026-05-31 10:45:00+02:00,0.0
2026-05-31 10:45:00+02:00,0.0
2026-05-31 11:00:00+02:00,0.0
2026-05-31 11:00:00+02:00,0.0
2026-05-31 11:00:00+02:00,0.0
2026-05-31 11:00:00+02:00,0.0
2026-05-31 11:00:00+02:00,0.0
2026-05-31 11:00:00+02:00,0.0
2026-05-31 11:15:00+02:00,0.0
2026-05-31 11:15:00+02:00,0.0
2026-05-31 11:15:00+02:00,0.0
2026-05-31 11:15:00+02:00,0.0
2026-05-31 11:15:00+02:00,0.0
2026-05-31 11:15:00+02:00,0.0
2026-05-31 11:30:00+02:00,0.0
2026-05-31 11:30:00+02:00,0.0
2026-05-31 11:30:00+02:00,0.0
2026-05-31 11:30:00+02:00,0.0
2026-05-31 11:30:00+02:00,0.0
2026-05-31 11:30:00+02:00,0.0
2026-05-31 11:45:00+02:00,-0.01
2026-05-31 11:45:00+02:00,0.0
2026-05-31 11:45:00+02:00,-0.01
2026-05-31 11:45:00+02:00,0.0
2026-05-31 11:45:00+02:00,0.0
2026-05-31 11:45:00+02:00,0.0
2026-05-31 12:00:00+02:00,0.0
2026-05-31 12:00:00+02:00,0.0
2026-05-31 12:00:00+02:00,0.0
2026-05-31 12:00:00+02:00,-0.01
2026-05-31 12:00:00+02:00,0.0
2026-05-31 12:00:00+02:00,-0.01
2026-05-31 12:15:00+02:00,-0.01
2026-05-31 12:15:00+02:00,0.0
2026-05-31 12:15:00+02:00,-0.01
2026-05-31 12:15:00+02:00,0.0
2026-05-31 12:15:00+02:00,0.0
2026-05-31 12:15:00+02:00,0.0
2026-05-31 12:30:00+02:00,-0.01
2026-05-31 12:30:00+02:00,-0.01
2026-05-31 12:30:00+02:00,-0.01
2026-05-31 12:30:00+02:00,-0.01
2026-05-31 12:30:00+02:00,-0.01
2026-05-31 12:30:00+02:00,-0.01
2026-05-31 12:45:00+02:00,-0.01
2026-05-31 12:45:00+02:00,-0.01
2026-05-31 12:45:00+02:00,-0.01
2026-05-31 12:45:00+02:00,-0.01
2026-05-31 12:45:00+02:00,-0.01
2026-05-31 12:45:00+02:00,-0.01
2026-05-31 13:00:00+02:00,-0.01
2026-05-31 13:00:00+02:00,-0.01
2026-05-31 13:00:00+02:00,-0.01
2026-05-31 13:00:00+02:00,-0.01
2026-05-31 13:00:00+02:00,-0.01
2026-05-31 13:00:00+02:00,-0.01
2026-05-31 13:15:00+02:00,-0.01
2026-05-31 13:15:00+02:00,-0.01
2026-05-31 13:15:00+02:00,-0.01
2026-05-31 13:15:00+02:00,-0.01
2026-05-31 13:15:00+02:00,-0.01
2026-05-31 13:15:00+02:00,-0.01
2026-05-31 13:30:00+02:00,-0.01
2026-05-31 13:30:00+02:00,-0.01
2026-05-31 13:30:00+02:00,-0.01
2026-05-31 13:30:00+02:00,-0.01
2026-05-31 13:30:00+02:00,-0.01
2026-05-31 13:30:00+02:00,-0.01
2026-05-31 13:45:00+02:00,-0.01
2026-05-31 13:45:00+02:00,-0.01
2026-05-31 13:45:00+02:00,-0.01
2026-05-31 13:45:00+02:00,-0.01
2026-05-31 13:45:00+02:00,-0.01
2026-05-31 13:45:00+02:00,-0.01
2026-05-31 14:00:00+02:00,-0.01
2026-05-31 14:00:00+02:00,-0.01
2026-05-31 14:00:00+02:00,-0.01
2026-05-31 14:00:00+02:00,-0.01
2026-05-31 14:00:00+02:00,-0.01
2026-05-31 14:00:00+02:00,-0.01
2026-05-31 14:15:00+02:00,-0.01
2026-05-31 14:15:00+02:00,-0.01
2026-05-31 14:15:00+02:00,-0.01
2026-05-31 14:15:00+02:00,-0.01
